aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Washington Street to Boston College,Other Demographics,Ability to Understand English,Prefer not to say,0.008155714,8268
Reporting Group,Bus,11,Race and Ethnicity,Hispanic or Latino/Latina,No,0.790696741,103
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Race and Ethnicity,Race,Middle Eastern or North African,0.037184845,8014
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Race and Ethnicity,Race,Middle Eastern or North African,0.023520181,6801
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Fares,Reduced Fares,Youth Pass,0.007274218,12172
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Lechmere and Science Park/West End,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.116131473,7551
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.069452383,10366
Reporting Group,Bus,Cambridge/Arlington - Harvard,Income,Household Income,80% to 100% of Area Median Income,0.129299285,2479
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Access Mode,Access to First MBTA Service,The RIDE,0.003513891,4476
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.53623745,6194
Reporting Group,Bus,15,Other Demographics,Age,65 or older,0.030388925,654
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Roxbury Crossing,Alternative Modes,Used Alternative Mode,No,0.907649865,9603
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.333302752,9521
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Other Demographics,Ability to Understand English,Prefer not to say,0.004546346,9736
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Other Demographics,Ability to Understand English,Always,0.899970121,3617
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Harvard Avenue,Access Mode,Access to First MBTA Service,Walked,0.936996185,6828
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Massachusetts Avenue,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.02416202,9442
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Red Line,All Red Line,Other Demographics,Ability to Understand English,Prefer not to say,0.00282217,12775
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Income,Household Income,80% to 100% of Area Median Income,0.106210284,6693
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wonderland,Alternative Modes,Alternative Mode,Walk,0.039022178,5744
Reporting Group,Bus,23,Income,Household Income,200% or more of Area Median Income,0.004500915,978
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Income,Title VI Low-Income,Yes,0.838641634,8219
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.140307783,6352
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.00880145,7206
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Fares,Fare Product,Semester Pass,0.032382443,8652
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Charles/MGH,Income,Household Income,Less than 30% of Area Median Income,0.103772318,10468
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Fares,Fare Product,7-day Pass,0.129802212,10775
Reporting Group,Bus,67 & 77,Race and Ethnicity,Title VI Minority,Yes,0.448003483,1745
Reporting Group,Bus,Brighton/Allston/Watertown - Boston,Income,Household Income,Prefer not to say,0.055177965,2030
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Race and Ethnicity,Hispanic or Latino/Latina,No,0.796972172,9884
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.149633698,6385
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Charles/MGH,Vehicles,Usable Cars,3 or more,0.046859912,11104
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.009567756,7101
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Alewife,Fares,Reduced Fares,Transportation Access Pass (TAP),0.02500453,10034
Reporting Group,Bus,11,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.006878105,104
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Fares,Reduced Fares,Youth Pass,0.010604579,6725
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.020942394,9681
Reporting Group,Bus,Malden/Everett - South,Fares,Reduced Fares,Other Reduced or Free Fare,0.004704059,2949
Reporting Group,Commuter Rail,Kingston Line,Other Demographics,Age,65 or older,0.012473874,4280
Reporting Group,Bus,43 & SL5,Alternative Modes,Used Alternative Mode,Yes,0.0995887,1580
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Vehicles,Cars per Capita,0,0.355072543,9983
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Medford/Tufts,Other Demographics,Age,26 to 34,0.290253601,7337
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Vehicles,Cars per Capita,0,0.331803337,11758
Reporting Group,Bus,66,Other Demographics,Ability to Understand English,Never,0.020045621,1635
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Race and Ethnicity,Race,Black or African American,0.138476657,5154
Reporting Group,Bus,67 & 77,Race and Ethnicity,Race,Middle Eastern or North African,0.018130917,1740
Reporting Group,Commuter Rail,Needham Line,Fares,Fare Product,Monthly Pass,0.230368301,4448
Reporting Group,Bus,21,Fares,Fare Product,Student Pass (M7),0.104809033,648
Reporting Group,Bus,11,Income,Household Income,200% or more of Area Median Income,0.042111718,285
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Fares,Reduced Fares,Student (S-Card or M7),0.030771423,4897
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Income,Household Income,80% to 100% of Area Median Income,0.135127891,6459
Systemwide,All Modes,Systemwide,Vehicles,Usable Cars,0,0.404478671,13255
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Vehicles,Usable Cars,1,0.382125103,8762
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Arlington,Vehicles,Usable Cars,0,0.497870082,5971
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Income,Household Income,80% to 100% of Area Median Income,0.135684958,6903
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Fares,Fare Product,1-day Pass,0.009159214,6886
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Access Mode,Access to First MBTA Service,Drove Alone,0.009273428,8072
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.085806352,9397
Reporting Group,Commuter Rail,Framingham/Worcester Line,Vehicles,Cars per Capita,1 or more,0.103695717,4008
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Other Demographics,Gender,Non-Binary,0.005489835,8711
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Orange Line,All Orange Line,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.073435493,12593
Reporting Group,Bus,Somerville/Medford/Charlestown - East,Other Demographics,Ability to Understand English,Always,0.86600521,3636
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.243253797,9167
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Alewife,Alternative Modes,Alternative Mode,Drive Alone,0.420086175,10013
Service Mode,Commuter Rail,All Commuter Rail,Access Mode,Access to First MBTA Service,Walked,0.612344259,12817
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Amory Street to Packard's Corner,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.085297511,5932
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Fares,Reduced Fares,Senior CharlieCard,0.015534929,6088
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Vehicles,Usable Cars,3 or more,0.030275789,9857
Reporting Group,Bus,39,Fares,Fare Product,Semester Pass,0.021021737,1198
Reporting Group,Bus,22,Race and Ethnicity,Race,Black or African American,0.689442051,873
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Vehicles,Cars per Capita,1 or more,0.068418023,6486
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL3,Other Demographics,Gender,Man,0.447590116,12062
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wonderland,Race and Ethnicity,Race,White,0.601300339,5678
Reporting Group,Bus,Malden/Everett - North,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.065035724,2955
Reporting Group,Bus,Cambridge/Arlington - Harvard,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.339924719,2457
Reporting Group,Bus,16,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.265963908,544
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.246781265,9417
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.0,8275
Service Mode,Rapid Transit or Bus Rapid Transit,All Rapid Transit or Bus Rapid Transit,Access Mode,Access to First MBTA Service,Walked,0.871587014,13162
Reporting Group,Commuter Rail,Haverhill Line,Fares,Reduced Fares,Senior CharlieCard,0.029633954,4210
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Fares,Reduced Fares,Youth Pass,0.014441715,9053
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Vehicles,Cars per Capita,1 or more,0.055954148,7541
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Fares,Fare Product,Monthly Pass,0.406691018,9259
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Park Street,Income,Household Income,100% to 140% of Area Median Income,0.079592249,11417
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.062473999,3121
Reporting Group,Bus,22,Fares,Reduced Fares,Youth Pass,0.00718783,742
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.016606882,11119
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Trip Purpose and Frequency,Frequency,Less than once per month,0.22010381,4769
Systemwide,All Modes,Systemwide,Race and Ethnicity,Hispanic or Latino/Latina,No,0.75296133,13227
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Fares,Fare Product,Pay-as-you-go,0.327181877,6553
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Andrew,Income,Household Income,30% to 60% of Area Median Income,0.282957979,10135
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Lechmere and Science Park/West End,Other Demographics,Gender,Man,0.304715291,7500
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Income,Household Income,Less than 30% of Area Median Income,0.132487434,9245
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Amory Street to Packard's Corner,Fares,Fare Product,Other,0.007733282,5997
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Roxbury Crossing,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.076021192,9613
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Amory Street to Packard's Corner,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.041786298,5707
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,Under 18,0.02746799,7855
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Income,Household Income,100% to 140% of Area Median Income,0.072261886,8607
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Downtown Crossing,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.109902295,10944
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Sullivan Square,Other Demographics,Ability to Understand English,Sometimes,0.083664734,9943
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Income,Household Income,Less than 30% of Area Median Income,0.122651952,10567
Reporting Group,Commuter Rail,Greenbush Line,Income,Household Income,30% to 60% of Area Median Income,0.185634728,4309
Reporting Group,Bus,9,Vehicles,Usable Cars,3 or more,0.023643131,2272
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Income,Household Income,30% to 60% of Area Median Income,0.161034344,6260
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.154620324,5091
Reporting Group,Bus,34 & 34E,Other Demographics,Age,26 to 34,0.306126818,840
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Charles/MGH,Race and Ethnicity,Race,Prefer not to say,0.021276584,10502
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Porter,Other Demographics,Ability to Understand English,Often,0.041359418,11278
Service Mode,Commuter Rail,All Commuter Rail,Vehicles,Usable Cars,0,0.210939647,12856
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wonderland,Income,Household Income,60% to 80% of Area Median Income,0.208135059,5767
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Porter,Fares,Reduced Fares,Senior CharlieCard,0.015690805,11264
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Other Demographics,Age,45 to 64,0.139183601,9741
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Vehicles,Usable Cars,2,0.211050824,6342
Reporting Group,Bus,Somerville/Medford/Charlestown - East,Alternative Modes,Alternative Mode,Other,0.035199261,3245
Reporting Group,Bus,22,Income,Household Income,Less than 30% of Area Median Income,0.183724682,745
Reporting Group,Commuter Rail,Fitchburg Line,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.027135175,3945
Reporting Group,Bus,9,Vehicles,Cars per Capita,0,0.353661816,2265
Reporting Group,Bus,28 & 29,Income,Household Income,Prefer not to say,0.114585144,1108
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Shawmut,Alternative Modes,Alternative Mode,Different MBTA Service,0.101502817,11927
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.009084425,2817
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Usable Cars,2,0.135233714,4922
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Income,Household Income,100% to 140% of Area Median Income,0.095383121,9249
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Alternative Modes,Alternative Mode,Drive Alone,0.359826978,9840
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Fares,Reduced Fares,Full Fare,0.75,6253
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Senior CharlieCard,0.010000061,4950
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Fares,Reduced Fares,Youth Pass,0.020822896,3976
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Harvard Avenue,Fares,Reduced Fares,Full Fare,0.896911035,6848
Reporting Group,Bus,71,Fares,Fare Product,Pay-as-you-go,0.273747503,1979
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Haymarket,Race and Ethnicity,Title VI Minority,No,0.424146804,9016
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,5 days per week,0.429490287,4890
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.093898558,6563
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Alternative Modes,Alternative Mode,Walk,0.29087454,6238
Reporting Group,Bus,57,Fares,Reduced Fares,Youth Pass,0.024839117,1352
Reporting Group,Bus,71,Fares,Reduced Fares,Full Fare,0.805641414,1984
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.101929487,11745
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Trip Purpose and Frequency,Frequency,5 days per week,0.373703001,11025
Reporting Group,Bus,4 & 7,Race and Ethnicity,Race,Asian,0.088350018,1492
Reporting Group,Bus,86,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.269367851,2151
Reporting Group,Bus,22,Vehicles,Usable Cars,0,0.4417467,896
Service Mode,Commuter Rail,All Commuter Rail,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.106929253,13108
Reporting Group,Bus,34 & 34E,Income,Household Income,Prefer not to say,0.082883863,829
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.174922544,6030
Reporting Group,Commuter Rail,Haverhill Line,Race and Ethnicity,Race,Other,0.111516671,4399
Reporting Group,Bus,47,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.012294686,1359
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Green Line,All Green Line,Income,Title VI Low-Income,No,0.266308093,12473
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.014733624,3275
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.005340854,6211
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Ability to Understand English,Never,0.037420966,4863
Reporting Group,Bus,16,Other Demographics,Gender,Woman,0.535818705,536
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.097580861,7812
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Fields Corner,Fares,Fare Product,Semester Pass,0.014208409,10876
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Fares,Fare Product,Other,0.001447232,10147
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Race and Ethnicity,Title VI Minority,No,0.445380066,3799
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.200336649,10195
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.477664879,7224
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Other Demographics,Age,65 or older,0.020199439,9742
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Medford/Tufts,Fares,Reduced Fares,Transportation Access Pass (TAP),0.035039778,7319
Reporting Group,Bus,Brighton/Allston/Watertown - Boston,Fares,Fare Product,1-day Pass,0.006207121,2013
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Income,Household Income,140% to 200% of Area Median Income,0.053536932,9250
Reporting Group,Bus,61 & 70,Other Demographics,Age,Under 18,0.016737515,1656
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,30% to 60% of Area Median Income,0.317433474,7913
Reporting Group,Bus,34 & 34E,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.026273036,1044
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.055758655,10052
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Harvard Avenue,Vehicles,Cars per Capita,0,0.500731848,6854
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.018040369,374
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.380080805,4839
Reporting Group,Commuter Rail,Kingston Line,Trip Purpose and Frequency,Frequency,5 days per week,0.246632975,4368
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Income,Household Income,Prefer not to say,0.121330539,9729
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Race and Ethnicity,Title VI Minority,No,0.388399766,7133
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Access Mode,Access to First MBTA Service,Walked,0.716870889,12120
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Other Demographics,Ability to Understand English,Sometimes,0.056804223,8716
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Vehicles,Usable Cars,3 or more,0.022139618,3466
Reporting Group,Commuter Rail,Lowell Line,Other Demographics,Age,18 to 25,0.292448438,4514
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Porter,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.016832477,11295
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Income,Household Income,100% to 140% of Area Median Income,0.02531922,12542
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,Under 18,0.038451125,4983
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Other Demographics,Age,35 to 44,0.227082766,12233
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.181649077,8333
Reporting Group,Bus,Brighton/Allston/Watertown - Other Suburb,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.036656928,2583
Reporting Group,Bus,47,Fares,Fare Product,Monthly Pass,0.551554463,1419
Reporting Group,Bus,43 & SL5,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.084005885,1576
Reporting Group,Commuter Rail,Providence/Stoughton Line,Income,Household Income,30% to 60% of Area Median Income,0.17150688,4755
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.116529507,7128
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Income,Household Income,80% to 100% of Area Median Income,0.098685714,7310
Reporting Group,Commuter Rail,Greenbush Line,Access Mode,Access to First MBTA Service,Walked,0.60396683,4163
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.102994714,12132
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Income,Household Income,100% to 140% of Area Median Income,0.050590724,8215
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Andrew,Income,Title VI Low-Income,Yes,0.700425984,10149
Reporting Group,Bus,9,Other Demographics,Age,35 to 44,0.176630217,2055
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Other Demographics,Gender,Non-Binary,0.028817521,6761
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Race and Ethnicity,Race,White,0.613862765,6537
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Income,Household Income,200% or more of Area Median Income,0.013560271,3609
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Other Demographics,Age,45 to 64,0.143218016,4120
Reporting Group,Bus,Somerville/Medford/Charlestown - East,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.200561095,3856
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.180501679,8324
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wood Island,Other Demographics,Age,35 to 44,0.250594182,5958
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Income,Household Income,80% to 100% of Area Median Income,0.114485414,9279
Reporting Group,Commuter Rail,Providence/Stoughton Line,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.239690886,4661
Reporting Group,Commuter Rail,Fairmount Line,Vehicles,Usable Cars,0,0.298611273,3913
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Race and Ethnicity,Race,Asian,0.161370452,10582
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Fares,Fare Product,Pay-as-you-go,0.364673479,5181
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Suffolk Downs and Orient Heights,Trip Purpose and Frequency,Frequency,5 days per week,0.391679489,5968
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Race and Ethnicity,Race,Black or African American,0.696474594,3560
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Race and Ethnicity,Race,Middle Eastern or North African,0.034907601,7211
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Downtown Crossing,Fares,Reduced Fares,Transportation Access Pass (TAP),0.020548165,8883
Reporting Group,Commuter Rail,Fairmount Line,Race and Ethnicity,Race,Other,0.051007776,3774
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Revere Beach,Trip Purpose and Frequency,Frequency,Less than once per month,0.096172205,5474
Reporting Group,Bus,15,Trip Purpose and Frequency,Frequency,Less than once per month,0.071460079,677
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Title VI Minority,Yes,0.471226298,4639
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Income,Household Income,60% to 80% of Area Median Income,0.355747832,12332
Reporting Group,Bus,23,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.074981756,922
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Alternative Modes,Used Alternative Mode,Yes,0.114570192,8356
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Hynes Convention Center,Race and Ethnicity,Race,Asian,0.179469049,6857
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Other Demographics,Ability to Understand English,Often,0.053547042,9142
Reporting Group,Bus,1,Fares,Fare Product,Semester Pass,0.024258899,222
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,7-day Pass,0.168621055,7900
Reporting Group,Commuter Rail,Fitchburg Line,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.019129655,3949
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Income,Household Income,30% to 60% of Area Median Income,0.276679704,6671
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Gilman Square and East Somerville,Income,Household Income,Less than 30% of Area Median Income,0.203019475,6513
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Shawmut,Vehicles,Usable Cars,0,0.452112797,11815
