aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Sullivan Square,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.218663093,10221
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Red Line,All Red Line,Race and Ethnicity,Title VI Minority,No,0.420919438,13030
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.002191827,10241
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.029451164,10759
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Other Demographics,Age,35 to 44,0.127269188,7489
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - North Shore,Fares,Fare Product,Monthly Pass,0.371381756,2770
Reporting Group,Commuter Rail,Fairmount Line,Other Demographics,Age,Under 18,0.050187553,3998
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Alternative Modes,Used Alternative Mode,No,0.807511754,4485
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Other Demographics,Gender,Non-Binary,0.027135065,4640
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Ashmont,Fares,Reduced Fares,Transportation Access Pass (TAP),0.02278985,10412
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.064591262,3593
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Fares,Fare Product,Pay-as-you-go,0.330789987,8680
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.219174728,11065
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,1 or more,0.072413074,1958
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Red Line,All Red Line,Fares,Fare Product,7-day Pass,0.14838378,12669
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.015328421,6065
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Income,Title VI Low-Income,Yes,0.670433253,8817
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Park Street,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.011054109,11573
Reporting Group,Bus,Quincy - West,Fares,Reduced Fares,Youth Pass,0.02423537,3091
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Vehicles,Usable Cars,2,0.171379552,6826
Reporting Group,Bus,86,Income,Household Income,30% to 60% of Area Median Income,0.373577063,2129
Reporting Group,Bus,"8, 55 & CT3",Fares,Fare Product,7-day Pass,0.199326691,2349
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Other Demographics,Gender,Man,0.47557797,8830
Reporting Group,Bus,28 & 29,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.079834781,1143
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Trip Purpose and Frequency,Frequency,5 days per week,0.319630736,12098
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Fares,Reduced Fares,Youth Pass,0.010549296,5265
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Income,Title VI Low-Income,No,0.179369715,9800
Reporting Group,Bus,32,Income,Household Income,Less than 30% of Area Median Income,0.210828322,1087
Reporting Group,Bus,67 & 77,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.032299448,1951
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.031502558,5413
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Alewife,Fares,Reduced Fares,Senior CharlieCard,0.014284267,10032
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Fares,Fare Product,1-day Pass,0.018408421,6699
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.006283059,6715
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.010797485,4902
Reporting Group,Bus,SL4,Vehicles,Cars per Capita,0,0.494933849,3223
Reporting Group,Commuter Rail,Haverhill Line,Race and Ethnicity,Race,American Indian or Alaska Native,0.038898123,4383
Reporting Group,Bus,43 & SL5,Fares,Fare Product,Other,0.003522992,1587
Reporting Group,Commuter Rail,Fitchburg Line,Other Demographics,Gender,Non-Binary,0.045107613,3932
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Arlington,Other Demographics,Gender,Prefer not to say,0.002049169,5823
Reporting Group,Bus,Brighton/Allston/Watertown - Other Suburb,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.054235086,2656
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Race and Ethnicity,Race,Asian,0.02692139,12705
Reporting Group,Bus,21,Trip Purpose and Frequency,Frequency,5 days per week,0.501578467,539
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Suffolk Downs and Orient Heights,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.218667446,5982
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.080207851,7018
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.151100591,9396
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Hynes Convention Center,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.078906225,7049
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.038311414,11111
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Savin Hill,Income,Household Income,200% or more of Area Median Income,0.028324281,11678
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Vehicles,Usable Cars,0,0.365125118,8658
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Alternative Modes,Alternative Mode,Walk,0.24229086,8775
Systemwide,All Modes,Systemwide,Other Demographics,Ability to Understand English,Often,0.047783357,13211
Reporting Group,Bus,16,Other Demographics,Age,65 or older,0.008562315,534
Reporting Group,Bus,Somerville/Medford/Charlestown - East,Other Demographics,Gender,Woman,0.62245035,3647
Reporting Group,Bus,1,Other Demographics,Age,35 to 44,0.207565332,249
Reporting Group,Bus,86,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.044889227,2304
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Income,Title VI Low-Income,Yes,0.738636256,6464
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Trip Purpose and Frequency,Frequency,5 days per week,0.382272547,7090
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.188986801,354
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Vehicles,Usable Cars,1,0.355040087,10693
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Asian,0.069489261,4880
Reporting Group,Commuter Rail,Framingham/Worcester Line,Trip Purpose and Frequency,Frequency,5 days per week,0.289168998,3839
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Other Demographics,Ability to Understand English,Always,0.944878648,7473
Service Mode,Ferry,All Ferry,Other Demographics,Age,26 to 34,0.216788674,12912
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Eliot to Riverside,Vehicles,Usable Cars,0,0.28865435,6667
Reporting Group,Bus,73,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.038730054,2324
Reporting Group,Bus,111,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.175318625,411
Reporting Group,Commuter Rail,Haverhill Line,Fares,Fare Product,7-day Pass,0.043692728,4166
Reporting Group,Bus,66,Race and Ethnicity,Title VI Minority,Yes,0.683689903,1698
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.24005842,71
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.088786905,7132
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Roxbury Crossing,Fares,Fare Product,7-day Pass,0.197105325,9607
Reporting Group,Commuter Rail,Greenbush Line,Race and Ethnicity,Race,Asian,0.140598271,4185
Reporting Group,Bus,61 & 70,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.277282199,1792
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Alternative Modes,Used Alternative Mode,Yes,0.090265815,7739
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Harvard,Race and Ethnicity,Race,White,0.569468733,10898
